Booking_ID,User_Type,Location_Zone,Slot_Type,Start_Time,Duration_Hours,Base_Price_Per_Hour,Dynamic_Price_Per_Hour,Occupancy_Status,Payment_Mode,User_Rating,Event_Tag,Anomaly
B1242,Office_Commuter,Commercial,Driveway,13:00,3,76.59,76.59,Occupied,UPI,3.6,Normal_Day,No
B1243,Regular,Residential,Commercial_Space,19:45,3,49.38,69.13,Occupied,UPI,3.5,Sport_Event,No
B1244,Event_Goer,Airport_Proximity,Apartment_Lot,22:30,3,91.87,119.43,Occupied,Wallet,3.5,Weekend,No
B1245,Tourist,IT_Hub,Commercial_Space,09:00,8,27.1,35.23,Occupied,UPI,4.8,Weekend,No
B1246,Office_Commuter,IT_Hub,Driveway,22:30,1,45.6,59.28,Occupied,Card,4.2,Weekend,No
B1247,Regular,Commercial,Valet_Service,16:00,2,103.84,103.84,Available,UPI,,Normal_Day,No
B1248,Office_Commuter,IT_Hub,Apartment_Lot,22:15,2,39.34,39.34,Occupied,Wallet,3.0,Normal_Day,No
B1249,Regular,IT_Hub,Apartment_Lot,06:45,6,59.82,83.75,Occupied,UPI,3.2,Sport_Event,No
B1250,Office_Commuter,Event_Venue,Driveway,10:15,10,20.0,20.0,Occupied,UPI,3.7,Normal_Day,No
B1251,Regular,IT_Hub,Apartment_Lot,18:45,8,40.17,40.17,Occupied,UPI,4.8,Normal_Day,No
B1252,Regular,IT_Hub,Apartment_Lot,07:00,1,52.75,52.75,Occupied,UPI,4.4,Normal_Day,No
B1253,Regular,IT_Hub,Driveway,08:00,1,48.1,48.1,Occupied,UPI,4.7,Normal_Day,No
B1254,Regular,Commercial,Driveway,22:45,8,76.59,76.59,Occupied,Card,3.1,Normal_Day,No
B1255,Regular,IT_Hub,Apartment_Lot,21:30,2,37.24,37.24,Available,UPI,,Normal_Day,No
B1256,Regular,Commercial,Driveway,10:15,3,57.94,75.32,Occupied,Wallet,4.1,Weekend,No
B1257,Event_Goer,IT_Hub,Apartment_Lot,09:30,4,27.2,27.2,Available,Wallet,,Normal_Day,No
B1258,Regular,Residential,Driveway,13:30,4,41.5,41.5,Occupied,Wallet,4.2,Normal_Day,No
B1259,Office_Commuter,Residential,Apartment_Lot,16:30,3,46.36,60.27,Occupied,Wallet,4.2,Weekend,No
B1260,Office_Commuter,IT_Hub,Driveway,16:00,6,27.02,35.13,Occupied,UPI,4.8,Weekend,No
B1261,Regular,Commercial,Commercial_Space,14:15,1,85.78,85.78,Occupied,Wallet,3.9,Normal_Day,No
B1262,Regular,Airport_Proximity,Apartment_Lot,20:45,3,64.7,64.7,Available,UPI,,Normal_Day,No
B1263,Event_Goer,Commercial,Driveway,11:00,3,72.25,108.38,Occupied,UPI,5.0,Festival,No
B1264,Event_Goer,Commercial,Apartment_Lot,14:45,4,44.09,61.73,Occupied,UPI,3.9,Sport_Event,No
B1265,Office_Commuter,Residential,Driveway,11:45,6,39.51,51.36,Occupied,Wallet,3.8,Weekend,No
B1266,Office_Commuter,Airport_Proximity,Driveway,15:45,6,59.43,59.43,Available,Card,,Normal_Day,No
B1267,Office_Commuter,IT_Hub,Apartment_Lot,10:15,6,32.5,32.5,Occupied,Wallet,3.1,Normal_Day,No
B1268,Office_Commuter,Residential,Apartment_Lot,21:30,2,34.43,51.64,Occupied,Card,3.3,Festival,No
B1269,Office_Commuter,Airport_Proximity,Apartment_Lot,12:00,4,55.43,55.43,Occupied,UPI,3.9,Normal_Day,No
B1270,Regular,Event_Venue,Valet_Service,09:00,2,80.14,80.14,Occupied,UPI,3.4,Normal_Day,No
B1271,Office_Commuter,Residential,Valet_Service,10:45,3,70.46,91.6,Occupied,Wallet,3.6,Weekend,No
B1272,Regular,IT_Hub,Valet_Service,13:00,3,78.72,78.72,Occupied,UPI,3.4,Normal_Day,No
B1273,Regular,IT_Hub,Driveway,09:15,8,55.11,55.11,Occupied,Wallet,4.7,Normal_Day,No
B1274,Regular,IT_Hub,Commercial_Space,15:45,2,41.09,41.09,Occupied,UPI,3.3,Normal_Day,No
B1275,Office_Commuter,Residential,Apartment_Lot,11:00,4,50.53,50.53,Occupied,UPI,3.9,Normal_Day,No
B1276,Office_Commuter,Residential,Driveway,17:15,4,29.16,37.91,Occupied,Card,4.6,Weekend,No
B1277,Regular,Residential,Driveway,21:30,10,58.13,58.13,Occupied,Wallet,4.1,Normal_Day,No
B1278,Regular,Commercial,Apartment_Lot,15:15,1,71.33,71.33,Occupied,UPI,3.7,Normal_Day,No
B1279,Office_Commuter,Event_Venue,Driveway,10:15,6,22.51,29.26,Occupied,Card,3.9,Weekend,No
B1280,Regular,Residential,Driveway,11:00,1,37.95,37.95,Occupied,UPI,4.3,Normal_Day,No
B1281,Regular,Residential,Commercial_Space,21:30,3,39.32,39.32,Occupied,UPI,4.0,Normal_Day,No
B1282,Regular,IT_Hub,Driveway,16:45,1,44.86,67.29,Occupied,UPI,4.0,Festival,No
B1283,Tourist,Commercial,Apartment_Lot,06:00,4,82.48,123.72,Occupied,Wallet,4.1,Festival,No
B1284,Regular,Residential,Commercial_Space,09:45,2,43.77,56.9,Occupied,Wallet,4.1,Weekend,No
B1285,Office_Commuter,IT_Hub,Driveway,21:45,1,48.1,48.1,Occupied,UPI,3.7,Normal_Day,No
B1286,Event_Goer,Commercial,Commercial_Space,19:00,1,62.96,62.96,Occupied,UPI,3.1,Normal_Day,No
B1287,Regular,IT_Hub,Apartment_Lot,12:30,1,49.32,64.12,Available,Wallet,,Weekend,No
B1288,Office_Commuter,Commercial,Valet_Service,14:00,1,114.05,114.05,Occupied,Card,4.1,Normal_Day,No
B1289,Regular,Event_Venue,Driveway,22:45,1,39.58,51.45,Occupied,Wallet,4.3,Weekend,No
B1290,Event_Goer,IT_Hub,Driveway,12:30,1,39.17,39.17,Occupied,Wallet,4.3,Normal_Day,No
B1291,Regular,Residential,Valet_Service,20:30,4,81.86,106.42,Occupied,UPI,3.5,Weekend,No
B1292,Event_Goer,IT_Hub,Valet_Service,15:00,8,85.51,85.51,Occupied,Wallet,4.4,Normal_Day,No
B1293,Regular,Residential,Apartment_Lot,22:00,3,43.41,60.77,Occupied,Wallet,3.4,Sport_Event,No
B1294,Tourist,Airport_Proximity,Driveway,08:45,4,68.69,68.69,Occupied,Wallet,3.0,Normal_Day,No
B1295,Event_Goer,Event_Venue,Apartment_Lot,15:15,4,48.26,48.26,Occupied,Card,4.5,Normal_Day,No
B1296,Regular,Residential,Driveway,10:30,2,39.33,51.13,Occupied,Wallet,3.2,Weekend,No
B1297,Office_Commuter,IT_Hub,Commercial_Space,09:30,2,32.84,42.69,Occupied,UPI,3.5,Weekend,No
B1298,Office_Commuter,Residential,Commercial_Space,22:00,2,34.04,51.06,Available,Card,,Festival,Yes
B1299,Regular,IT_Hub,Apartment_Lot,16:30,4,50.74,50.74,Occupied,Wallet,4.9,Normal_Day,No
B1300,Regular,IT_Hub,Driveway,16:15,1,40.25,40.25,Occupied,Card,3.2,Normal_Day,No
B1301,Office_Commuter,Commercial,Apartment_Lot,06:15,2,50.8,50.8,Occupied,UPI,4.3,Normal_Day,No
B1302,Office_Commuter,IT_Hub,Apartment_Lot,08:45,2,29.15,29.15,Occupied,UPI,3.7,Normal_Day,No
B1303,Office_Commuter,IT_Hub,Driveway,10:45,4,31.75,31.75,Occupied,UPI,3.6,Normal_Day,No
B1304,Office_Commuter,Residential,Commercial_Space,12:15,3,42.84,42.84,Occupied,UPI,3.0,Normal_Day,No
B1305,Regular,Commercial,Apartment_Lot,19:45,2,72.18,72.18,Occupied,UPI,4.4,Normal_Day,No
B1306,Tourist,Commercial,Driveway,06:15,1,62.9,62.9,Occupied,UPI,4.2,Normal_Day,No
B1307,Regular,Residential,Driveway,20:15,10,27.41,35.63,Occupied,UPI,3.9,Weekend,No
B1308,Event_Goer,IT_Hub,Commercial_Space,06:00,3,50.15,65.2,Occupied,UPI,4.2,Weekend,No
B1309,Regular,Commercial,Driveway,22:30,1,67.59,87.87,Occupied,Wallet,4.9,Weekend,No
B1310,Office_Commuter,Event_Venue,Commercial_Space,08:30,8,47.26,70.89,Occupied,Wallet,4.5,Festival,No
B1311,Regular,IT_Hub,Driveway,17:30,2,30.59,30.59,Occupied,Wallet,3.8,Normal_Day,No
B1312,Regular,Residential,Apartment_Lot,13:15,8,37.24,37.24,Available,UPI,,Normal_Day,No
B1313,Event_Goer,Residential,Driveway,18:15,3,49.41,49.41,Occupied,UPI,3.4,Strike/Bandh,Yes
B1314,Regular,Commercial,Driveway,09:30,2,68.7,96.18,Occupied,Wallet,4.7,Sport_Event,No
B1315,Regular,Event_Venue,Driveway,20:45,1,36.05,46.86,Occupied,Wallet,4.5,Weekend,No
B1316,Office_Commuter,Commercial,Driveway,10:30,4,62.79,62.79,Available,Wallet,,Normal_Day,No
B1317,Office_Commuter,IT_Hub,Apartment_Lot,09:15,3,45.29,58.88,Occupied,UPI,4.4,Weekend,No
B1318,Regular,Residential,Driveway,13:00,2,48.51,48.51,Occupied,UPI,4.4,Normal_Day,No
B1319,Regular,IT_Hub,Apartment_Lot,22:45,3,38.43,38.43,Occupied,Wallet,3.5,Normal_Day,No
B1320,Event_Goer,IT_Hub,Apartment_Lot,19:00,4,46.14,46.14,Available,Wallet,,Normal_Day,No
B1321,Office_Commuter,IT_Hub,Driveway,13:00,3,45.28,45.28,Occupied,Card,4.6,Normal_Day,No
B1322,Event_Goer,IT_Hub,Commercial_Space,19:30,3,35.61,46.29,Occupied,Wallet,4.6,Weekend,No
B1323,Tourist,Airport_Proximity,Commercial_Space,17:30,8,86.33,129.5,Occupied,UPI,3.9,Festival,No
B1324,Event_Goer,Commercial,Driveway,08:45,8,67.04,67.04,Occupied,UPI,3.0,Normal_Day,No
B1325,Regular,IT_Hub,Commercial_Space,09:45,1,50.99,50.99,Occupied,Card,3.8,Normal_Day,No
B1326,Regular,Commercial,Driveway,16:15,4,56.46,73.4,Available,Card,,Weekend,No
B1327,Regular,Commercial,Driveway,17:15,4,64.47,96.7,Occupied,UPI,3.1,Festival,No
B1328,Regular,IT_Hub,Apartment_Lot,16:00,4,41.57,41.57,Occupied,UPI,4.5,Strike/Bandh,Yes
B1329,Office_Commuter,Commercial,Driveway,20:00,6,65.14,65.14,Occupied,Wallet,4.2,Normal_Day,No
B1330,Tourist,IT_Hub,Commercial_Space,11:30,4,51.84,67.39,Occupied,Wallet,3.2,Weekend,No
B1331,Event_Goer,IT_Hub,Driveway,22:45,4,43.0,43.0,Occupied,UPI,4.0,Normal_Day,No
B1332,Office_Commuter,IT_Hub,Driveway,14:30,2,46.88,60.94,Occupied,Card,4.6,Weekend,No
B1333,Regular,Commercial,Apartment_Lot,17:00,4,59.79,89.69,Occupied,UPI,4.6,Festival,No
B1334,Regular,Residential,Apartment_Lot,11:45,1,37.44,37.44,Available,Card,,Strike/Bandh,No
B1335,Regular,Residential,Commercial_Space,19:45,2,37.59,37.59,Occupied,UPI,3.7,Normal_Day,No
B1336,Tourist,Residential,Driveway,09:30,6,35.11,52.66,Occupied,Wallet,3.3,Festival,No
B1337,Regular,IT_Hub,Driveway,08:45,2,37.22,37.22,Occupied,UPI,3.6,Normal_Day,No
B1338,Office_Commuter,Residential,Apartment_Lot,14:15,4,58.33,75.83,Available,UPI,,Weekend,No
B1339,Event_Goer,IT_Hub,Valet_Service,14:45,2,88.14,88.14,Occupied,Wallet,4.0,Normal_Day,No
B1340,Regular,IT_Hub,Driveway,08:45,3,34.74,45.16,Occupied,UPI,4.9,Weekend,No
B1341,Regular,Event_Venue,Apartment_Lot,19:30,3,20.36,20.36,Available,Wallet,,Strike/Bandh,No
B1342,Regular,Residential,Commercial_Space,08:45,3,48.47,63.01,Occupied,UPI,3.7,Weekend,No
B1343,Office_Commuter,Residential,Valet_Service,17:00,4,78.04,101.45,Occupied,Card,3.1,Weekend,No
B1344,Regular,Commercial,Apartment_Lot,09:00,4,64.19,64.19,Occupied,UPI,4.1,Normal_Day,No
B1345,Regular,Residential,Driveway,18:30,2,41.3,41.3,Occupied,Card,3.9,Normal_Day,No
B1346,Regular,IT_Hub,Driveway,07:15,3,34.74,52.11,Occupied,UPI,3.4,Festival,No
B1347,Regular,Commercial,Apartment_Lot,14:45,3,83.88,83.88,Occupied,UPI,4.1,Normal_Day,No
B1348,Regular,IT_Hub,Driveway,08:30,3,34.3,44.59,Occupied,UPI,3.8,Weekend,No
B1349,Office_Commuter,Commercial,Commercial_Space,16:30,6,73.3,73.3,Occupied,UPI,4.9,Normal_Day,No
B1350,Regular,Residential,Driveway,13:00,2,23.27,23.27,Occupied,UPI,4.3,Normal_Day,No
B1351,Event_Goer,IT_Hub,Driveway,07:15,8,33.43,50.14,Occupied,UPI,3.6,Festival,No
B1352,Office_Commuter,Residential,Commercial_Space,14:45,4,33.96,33.96,Occupied,UPI,4.7,Normal_Day,No
B1353,Office_Commuter,Residential,Driveway,09:15,1,37.7,37.7,Occupied,UPI,3.3,Normal_Day,No
B1354,Office_Commuter,Commercial,Apartment_Lot,15:00,6,74.67,104.54,Available,Wallet,,Sport_Event,Yes
B1355,Regular,Residential,Driveway,17:15,4,55.21,82.81,Occupied,Wallet,3.6,Festival,No
B1356,Regular,Residential,Apartment_Lot,07:15,8,50.19,75.28,Occupied,UPI,3.2,Festival,No
B1357,Tourist,IT_Hub,Driveway,20:15,4,42.91,55.78,Occupied,UPI,3.1,Weekend,No
B1358,Regular,Residential,Apartment_Lot,08:15,3,32.59,42.37,Available,UPI,,Weekend,No
B1359,Regular,IT_Hub,Driveway,10:45,1,56.61,73.59,Occupied,Card,4.6,Weekend,No
B1360,Tourist,Event_Venue,Commercial_Space,17:45,8,46.78,60.81,Occupied,UPI,4.6,Weekend,No
B1361,Regular,IT_Hub,Driveway,07:30,1,47.91,47.91,Occupied,UPI,5.0,Normal_Day,No
B1362,Event_Goer,Residential,Apartment_Lot,15:00,4,35.12,35.12,Occupied,UPI,4.7,Normal_Day,No
B1363,Regular,IT_Hub,Apartment_Lot,19:30,1,44.2,57.46,Available,Wallet,,Weekend,No
B1364,Regular,Residential,Driveway,10:15,1,58.37,81.72,Occupied,UPI,4.3,Sport_Event,No
B1365,Event_Goer,Commercial,Valet_Service,19:00,2,95.69,95.69,Occupied,Wallet,3.1,Normal_Day,No
B1366,Tourist,Event_Venue,Driveway,08:45,8,38.84,38.84,Available,Card,,Normal_Day,No
B1367,Regular,IT_Hub,Apartment_Lot,19:00,1,37.08,37.08,Occupied,UPI,4.7,Normal_Day,No
B1368,Regular,Commercial,Driveway,18:15,3,70.14,91.18,Available,UPI,,Weekend,No
B1369,Office_Commuter,IT_Hub,Valet_Service,15:00,4,64.24,64.24,Available,UPI,,Normal_Day,No
B1370,Tourist,Commercial,Commercial_Space,16:15,1,71.52,107.28,Occupied,UPI,4.8,Festival,No
B1371,Regular,IT_Hub,Apartment_Lot,14:00,8,52.55,52.55,Available,UPI,,Normal_Day,No
B1372,Office_Commuter,IT_Hub,Apartment_Lot,09:00,4,53.08,79.62,Available,UPI,,Festival,Yes
B1373,Office_Commuter,Residential,Valet_Service,08:00,4,68.21,88.67,Occupied,UPI,4.9,Weekend,No
B1374,Regular,Event_Venue,Driveway,20:45,3,28.38,28.38,Occupied,Wallet,4.8,Normal_Day,No
B1375,Regular,Commercial,Driveway,14:00,4,67.17,87.32,Occupied,UPI,3.0,Weekend,No
B1376,Office_Commuter,Airport_Proximity,Driveway,07:45,1,68.42,102.63,Occupied,Card,4.6,Festival,No
B1377,Regular,Residential,Apartment_Lot,18:45,10,39.74,39.74,Occupied,Wallet,3.5,Normal_Day,No
B1378,Office_Commuter,Commercial,Apartment_Lot,13:45,3,74.32,74.32,Occupied,Wallet,4.9,Normal_Day,No
B1379,Regular,Commercial,Driveway,17:00,1,74.7,74.7,Available,UPI,,Normal_Day,No
B1380,Regular,Commercial,Driveway,09:30,3,72.52,108.78,Available,UPI,,Festival,Yes
B1381,Regular,Residential,Driveway,21:15,1,28.14,28.14,Occupied,Wallet,3.4,Normal_Day,No
B1382,Event_Goer,Residential,Commercial_Space,20:45,1,43.05,64.57,Available,UPI,,Festival,Yes
B1383,Event_Goer,Residential,Driveway,16:00,1,31.99,31.99,Available,UPI,,Normal_Day,No
B1384,Regular,Commercial,Driveway,15:15,2,70.44,91.57,Available,Wallet,,Weekend,No
B1385,Regular,Commercial,Apartment_Lot,22:45,8,86.08,86.08,Available,Wallet,,Normal_Day,No
B1386,Office_Commuter,Event_Venue,Commercial_Space,20:15,2,31.34,31.34,Occupied,Wallet,4.6,Normal_Day,No
B1387,Event_Goer,Commercial,Driveway,16:45,1,37.61,52.65,Occupied,UPI,4.8,Sport_Event,No
B1388,Office_Commuter,IT_Hub,Driveway,11:45,6,47.29,47.29,Occupied,Wallet,3.4,Normal_Day,No
B1389,Regular,Residential,Apartment_Lot,16:30,4,29.63,29.63,Occupied,Card,3.7,Normal_Day,No
B1390,Regular,Residential,Driveway,07:45,1,29.29,29.29,Occupied,UPI,4.3,Normal_Day,No
B1391,Office_Commuter,Residential,Commercial_Space,12:45,2,59.11,59.11,Available,UPI,,Normal_Day,No
B1392,Office_Commuter,IT_Hub,Driveway,11:45,10,48.81,48.81,Occupied,UPI,4.7,Strike/Bandh,Yes
B1393,Event_Goer,Event_Venue,Driveway,18:30,1,47.02,65.83,Occupied,UPI,3.9,Sport_Event,No
B1394,Regular,IT_Hub,Valet_Service,19:00,2,72.4,72.4,Occupied,Wallet,3.2,Normal_Day,No
B1395,Regular,IT_Hub,Driveway,19:15,1,42.87,64.3,Available,Wallet,,Festival,Yes
B1396,Office_Commuter,Event_Venue,Commercial_Space,07:00,10,34.6,34.6,Occupied,UPI,4.7,Normal_Day,No
B1397,Office_Commuter,Commercial,Driveway,21:30,8,56.54,56.54,Occupied,UPI,3.6,Normal_Day,No
B1398,Regular,IT_Hub,Apartment_Lot,21:30,2,48.43,48.43,Occupied,UPI,4.6,Normal_Day,No
B1399,Regular,Airport_Proximity,Driveway,16:00,4,82.06,106.68,Occupied,UPI,4.6,Weekend,No
B1400,Regular,Residential,Apartment_Lot,21:30,3,51.22,51.22,Occupied,UPI,4.2,Normal_Day,No
B1401,Event_Goer,Residential,Apartment_Lot,16:15,3,63.2,63.2,Occupied,UPI,4.3,Normal_Day,No
B1402,Regular,Airport_Proximity,Apartment_Lot,20:45,1,80.11,80.11,Available,UPI,,Normal_Day,No
B1403,Tourist,IT_Hub,Valet_Service,09:30,8,87.49,113.74,Occupied,UPI,4.1,Weekend,No
B1404,Office_Commuter,Commercial,Apartment_Lot,06:45,2,69.99,69.99,Occupied,Card,4.7,Normal_Day,No
B1405,Regular,Airport_Proximity,Driveway,20:00,3,62.78,81.61,Occupied,Wallet,4.9,Weekend,No
B1406,Event_Goer,Airport_Proximity,Driveway,15:00,4,52.03,52.03,Occupied,UPI,3.3,Normal_Day,No
B1407,Tourist,Residential,Driveway,06:30,3,54.9,82.35,Occupied,UPI,4.6,Festival,No
B1408,Event_Goer,Residential,Apartment_Lot,19:00,2,32.29,32.29,Occupied,UPI,3.2,Normal_Day,No
B1409,Office_Commuter,IT_Hub,Apartment_Lot,09:15,1,35.6,35.6,Occupied,Wallet,4.6,Normal_Day,No
B1410,Regular,IT_Hub,Driveway,18:15,4,38.99,38.99,Occupied,Card,4.3,Normal_Day,No
B1411,Regular,IT_Hub,Valet_Service,12:00,8,75.07,75.07,Occupied,UPI,3.7,Normal_Day,No
B1412,Event_Goer,Residential,Driveway,08:30,8,27.07,27.07,Occupied,Wallet,4.7,Normal_Day,No
B1413,Event_Goer,Commercial,Commercial_Space,07:45,8,64.68,64.68,Occupied,UPI,3.5,Normal_Day,No
B1414,Office_Commuter,Residential,Apartment_Lot,22:00,1,44.34,57.64,Occupied,Wallet,4.1,Weekend,No
B1415,Regular,Event_Venue,Driveway,08:30,4,44.27,44.27,Occupied,UPI,4.7,Normal_Day,No
B1416,Office_Commuter,IT_Hub,Driveway,20:45,1,40.48,40.48,Available,UPI,,Normal_Day,No
B1417,Regular,Residential,Valet_Service,12:15,6,75.7,105.98,Occupied,UPI,3.7,Sport_Event,No
B1418,Event_Goer,Commercial,Apartment_Lot,17:00,1,70.52,70.52,Occupied,Card,4.4,Normal_Day,No
B1419,Office_Commuter,Residential,Driveway,19:45,1,29.39,29.39,Occupied,Wallet,3.8,Normal_Day,No
B1420,Regular,Commercial,Driveway,06:45,2,85.3,85.3,Occupied,UPI,3.2,Normal_Day,No
B1421,Regular,IT_Hub,Apartment_Lot,18:15,2,46.65,60.65,Occupied,Wallet,4.3,Weekend,No
B1422,Office_Commuter,Commercial,Apartment_Lot,19:15,4,93.07,120.99,Occupied,UPI,3.4,Weekend,No
B1423,Office_Commuter,Residential,Commercial_Space,06:30,3,38.21,38.21,Occupied,Card,4.8,Normal_Day,No
B1424,Tourist,Commercial,Apartment_Lot,21:45,4,59.99,59.99,Available,Card,,Normal_Day,No
B1425,Office_Commuter,Airport_Proximity,Driveway,16:30,3,67.16,67.16,Occupied,UPI,3.3,Normal_Day,No
B1426,Regular,Event_Venue,Apartment_Lot,20:45,2,34.05,44.27,Occupied,Wallet,3.8,Weekend,No
B1427,Regular,Commercial,Driveway,22:30,2,69.65,97.51,Occupied,Wallet,3.4,Sport_Event,No
B1428,Regular,Commercial,Valet_Service,11:15,1,116.41,116.41,Occupied,UPI,4.3,Normal_Day,No
B1429,Event_Goer,Commercial,Apartment_Lot,06:45,2,71.23,71.23,Occupied,UPI,3.6,Normal_Day,No
B1430,Event_Goer,IT_Hub,Apartment_Lot,14:00,2,36.17,47.02,Occupied,UPI,4.2,Weekend,No
B1431,Event_Goer,Residential,Commercial_Space,16:30,4,35.97,46.76,Occupied,UPI,3.0,Weekend,No
B1432,Regular,Event_Venue,Driveway,13:00,2,29.7,29.7,Occupied,Wallet,4.3,Normal_Day,No
B1433,Office_Commuter,IT_Hub,Commercial_Space,09:15,4,30.92,30.92,Occupied,Wallet,3.6,Normal_Day,No
B1434,Regular,Residential,Driveway,10:00,1,36.07,36.07,Available,UPI,,Normal_Day,No
B1435,Event_Goer,IT_Hub,Valet_Service,12:45,6,66.37,66.37,Occupied,UPI,4.8,Normal_Day,No
B1436,Regular,Residential,Driveway,22:00,4,45.31,45.31,Occupied,UPI,3.9,Normal_Day,No
B1437,Event_Goer,IT_Hub,Driveway,20:15,6,56.22,78.71,Occupied,Wallet,4.8,Sport_Event,No
B1438,Office_Commuter,Residential,Valet_Service,12:15,2,79.77,79.77,Occupied,UPI,4.6,Normal_Day,No
B1439,Office_Commuter,Commercial,Commercial_Space,15:15,2,62.71,87.79,Occupied,Card,3.7,Sport_Event,No
B1440,Regular,IT_Hub,Driveway,07:45,6,38.71,50.32,Available,Wallet,,Weekend,No
B1441,Office_Commuter,Commercial,Commercial_Space,14:00,4,73.41,95.43,Occupied,UPI,4.7,Weekend,No
B1442,Regular,Residential,Commercial_Space,21:15,1,45.05,58.56,Occupied,UPI,4.2,Weekend,No
B1443,Regular,Commercial,Commercial_Space,21:45,8,65.19,91.27,Occupied,UPI,4.4,Sport_Event,No
B1444,Office_Commuter,Residential,Driveway,19:15,1,40.73,52.95,Occupied,UPI,4.9,Weekend,No
B1445,Regular,IT_Hub,Driveway,22:00,10,41.87,41.87,Occupied,UPI,4.0,Normal_Day,No
B1446,Regular,IT_Hub,Apartment_Lot,11:15,10,38.19,49.65,Occupied,UPI,3.8,Weekend,No
B1447,Office_Commuter,Residential,Commercial_Space,22:30,3,38.94,38.94,Available,UPI,,Normal_Day,No
B1448,Regular,Event_Venue,Valet_Service,10:00,8,75.42,75.42,Occupied,UPI,3.0,Normal_Day,No
B1449,Office_Commuter,IT_Hub,Commercial_Space,11:30,1,38.41,49.93,Available,UPI,,Weekend,No
B1450,Regular,Commercial,Driveway,16:30,4,64.14,64.14,Available,UPI,,Normal_Day,No
B1451,Regular,Residential,Driveway,18:45,6,43.29,43.29,Occupied,Wallet,4.0,Normal_Day,No
B1452,Office_Commuter,IT_Hub,Driveway,07:15,1,34.15,44.4,Occupied,Wallet,4.8,Weekend,No
B1453,Regular,IT_Hub,Driveway,19:00,1,50.06,50.06,Occupied,Wallet,3.7,Normal_Day,No
B1454,Office_Commuter,Residential,Driveway,22:00,2,22.29,22.29,Occupied,Card,4.8,Normal_Day,No
B1455,Regular,Commercial,Driveway,21:15,2,74.72,74.72,Occupied,UPI,4.6,Normal_Day,No
B1456,Regular,Event_Venue,Driveway,17:15,8,44.85,44.85,Occupied,Card,3.5,Normal_Day,No
B1457,Office_Commuter,Residential,Commercial_Space,13:15,3,35.32,45.92,Available,Card,,Weekend,No
B1458,Office_Commuter,IT_Hub,Driveway,12:45,2,26.11,26.11,Occupied,Wallet,3.3,Normal_Day,No
B1459,Regular,Commercial,Commercial_Space,14:45,4,54.0,54.0,Occupied,Wallet,3.4,Normal_Day,No
B1460,Regular,Airport_Proximity,Driveway,20:45,10,79.02,118.53,Occupied,Wallet,4.0,Festival,No
B1461,Office_Commuter,Commercial,Apartment_Lot,21:15,3,80.6,104.78,Occupied,Wallet,3.9,Weekend,No
B1462,Event_Goer,IT_Hub,Commercial_Space,16:30,6,58.9,82.46,Occupied,Wallet,4.4,Sport_Event,No
B1463,Event_Goer,Residential,Apartment_Lot,20:15,3,46.82,65.55,Occupied,UPI,4.5,Sport_Event,No
B1464,Tourist,Residential,Apartment_Lot,07:30,1,36.72,47.74,Occupied,Wallet,3.6,Weekend,No
B1465,Regular,Event_Venue,Driveway,11:00,1,48.01,48.01,Occupied,UPI,4.8,Normal_Day,No
B1466,Regular,Commercial,Driveway,14:45,8,76.63,76.63,Available,UPI,,Normal_Day,No
B1467,Event_Goer,Residential,Driveway,10:00,2,31.93,31.93,Available,UPI,,Normal_Day,No
B1468,Office_Commuter,IT_Hub,Apartment_Lot,16:45,1,37.6,37.6,Occupied,Card,3.8,Normal_Day,No
B1469,Regular,Airport_Proximity,Apartment_Lot,08:15,8,53.3,69.29,Occupied,UPI,3.6,Weekend,No
B1470,Tourist,IT_Hub,Commercial_Space,13:45,6,23.36,23.36,Occupied,Wallet,3.9,Normal_Day,No
B1471,Regular,Residential,Driveway,13:00,3,50.49,65.64,Occupied,Wallet,3.4,Weekend,No
B1472,Regular,Event_Venue,Apartment_Lot,18:45,2,39.13,39.13,Available,UPI,,Normal_Day,No
B1473,Tourist,Residential,Apartment_Lot,21:45,1,45.48,45.48,Occupied,UPI,3.8,Normal_Day,No
B1474,Regular,IT_Hub,Commercial_Space,19:30,3,47.83,47.83,Occupied,Card,4.0,Normal_Day,No
B1475,Regular,Residential,Driveway,13:30,3,44.43,57.76,Occupied,Card,3.2,Weekend,No
B1476,Regular,IT_Hub,Driveway,08:15,4,36.63,36.63,Occupied,UPI,4.5,Normal_Day,No
B1477,Office_Commuter,IT_Hub,Valet_Service,08:30,10,82.56,107.33,Available,UPI,,Weekend,No
B1478,Regular,Residential,Commercial_Space,22:30,2,64.85,84.3,Occupied,UPI,4.2,Weekend,No
B1479,Office_Commuter,IT_Hub,Valet_Service,22:15,3,92.53,92.53,Occupied,Wallet,4.2,Normal_Day,No
B1480,Regular,Commercial,Driveway,09:15,6,78.36,78.36,Occupied,Card,4.5,Normal_Day,No
B1481,Office_Commuter,Residential,Driveway,12:00,2,32.61,42.39,Occupied,UPI,3.7,Weekend,No
B1482,Office_Commuter,Residential,Apartment_Lot,11:45,2,28.16,28.16,Occupied,UPI,4.0,Normal_Day,No
B1483,Office_Commuter,IT_Hub,Apartment_Lot,17:45,1,52.57,52.57,Available,UPI,,Normal_Day,No
B1484,Office_Commuter,Commercial,Commercial_Space,13:15,2,73.8,103.32,Occupied,UPI,3.8,Sport_Event,No
B1485,Event_Goer,IT_Hub,Driveway,19:15,2,57.51,57.51,Occupied,UPI,4.5,Normal_Day,No
